FECHA,CLAVE_EST,PARAMETRO,INVALIDA,HORA01,HORA02,HORA03,HORA04,HORA05,HORA06,HORA07,HORA08,HORA09,HORA10,HORA11,HORA12,HORA13,HORA14,HORA15,HORA16,HORA17,HORA18,HORA19,HORA20,HORA21,HORA22,HORA23,HORA24
2011/03/11,ATM,NOX,,0.020,0.012,0.012,0.014,0.018,0.023,0.070,0.091,0.083,0.036,0.023,0.017,0.021,0.019,0.017,0.016,0.018,0.015,0.029,0.087,0.038,0.028,0.027,0.030
2011/03/11,ATM,O3,,0.038,0.041,0.037,0.030,0.020,0.014,0.000,0.001,0.007,0.030,0.048,0.064,0.081,0.101,0.102,0.088,0.084,0.077,0.065,0.016,0.029,0.037,0.033,0.029
2011/03/11,ATM,PM10,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,0.0,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/03/11,ATM,SO2,,0.007,0.005,0.004,0.006,0.006,0.005,0.006,0.006,0.006,0.006,0.005,0.006,0.005,0.005,0.005,0.004,0.005,0.004,0.004,0.008,0.007,0.006,0.005,0.006
2011/03/11,CEN,CO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/03/11,CEN,NO,,0.000,0.001,0.000,0.001,0.001,0.001,0.004,0.014,0.025,0.010,0.005,0.003,0.003,0.001,0.001,0.001,0.002,0.001,0.002,0.023,0.003,0.007,0.007,0.010
2011/03/11,CEN,NO2,,0.022,0.012,0.011,0.017,0.021,0.027,0.035,0.039,0.028,0.025,0.016,0.012,0.017,0.018,0.014,0.015,0.016,0.016,0.036,0.053,0.044,0.042,0.039,0.043
2011/03/11,CEN,NOX,,0.023,0.013,0.012,0.019,0.023,0.030,0.042,0.056,0.054,0.037,0.023,0.017,0.022,0.021,0.017,0.017,0.019,0.019,0.041,0.084,0.051,0.054,0.049,0.058
2011/03/11,CEN,O3,,0.036,0.040,0.036,0.027,0.021,0.015,0.011,0.005,0.014,0.033,0.047,0.068,0.084,0.105,0.104,0.097,0.092,0.075,0.057,0.011,0.025,0.021,0.022,0.011
2011/03/11,CEN,PM10,,76.0,62.2,54.3,51.8,48.2,52.2,60.2,75.7,79.0,83.5,65.8,52.1,61.5,56.5,59.3,46.0,39.7,47.4,54.3,72.2,89.9,71.2,51.6,48.2
2011/03/11,CEN,SO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/03/11,LDO,CO,,1.6,1.2,1.2,1.1,1.2,1.2,1.5,2.0,1.9,1.8,1.5,1.4,1.6,2.5,1.4,1.5,1.9,2.8,2.6,3.2,2.8,2.1,2.0,1.9
2011/03/11,LDO,NO,,0.005,0.002,0.002,0.001,0.003,0.010,0.033,0.069,0.049,0.022,0.012,0.006,0.002,0.006,0.005,0.004,0.004,0.003,0.003,0.012,0.016,0.006,0.006,0.012
2011/03/11,LDO,NO2,,0.022,0.015,0.017,0.013,0.017,0.025,0.032,0.036,0.032,0.025,0.021,0.018,0.016,0.024,0.026,0.022,0.025,0.022,0.032,0.075,0.059,0.040,0.037,0.043
2011/03/11,LDO,NOX,,0.024,0.014,0.015,0.011,0.016,0.033,0.062,0.102,0.078,0.044,0.030,0.021,0.016,0.027,0.028,0.022,0.026,0.021,0.032,0.084,0.072,0.043,0.040,0.053
2011/03/11,LDO,O3,,0.032,0.039,0.031,0.034,0.030,0.019,0.011,0.006,0.013,0.027,0.041,0.055,0.071,0.079,0.082,0.092,0.084,0.070,0.063,0.018,0.014,0.018,0.015,0.009
2011/03/11,LDO,PM10,,89.2,89.6,76.9,65.1,61.6,66.7,72.3,105.9,119.0,110.0,93.6,101.6,109.1,118.8,98.9,96.1,75.7,76.6,132.5,283.8,273.7,155.2,122.6,97.0
2011/03/11,LDO,SO2,,0.006,0.004,0.004,0.003,0.003,0.003,0.004,0.006,0.007,0.006,0.006,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.005,0.009,0.007,0.006,0.007,0.008
2011/03/11,MIR,CO,,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.
2011/03/11,MIR,NO,,0.004,0.001,0.001,0.000,0.002,0.021,0.035,0.054,0.039,0.018,0.004,0.004,0.003,0.003,0.001,0.001,0.001,0.001,0.001,0.006,0.004,0.001,0.001,0.001
2011/03/11,MIR,NO2,,0.048,0.036,0.032,0.033,0.038,0.055,0.063,0.069,0.060,0.043,0.023,0.027,0.029,0.037,0.030,0.024,0.019,0.022,0.036,0.080,0.045,0.027,0.025,0.019
2011/03/11,MIR,NOX,,0.052,0.037,0.032,0.032,0.039,0.076,0.098,0.123,0.100,0.061,0.027,0.031,0.031,0.040,0.031,0.025,0.019,0.022,0.036,0.086,0.049,0.027,0.025,0.018
2011/03/11,MIR,O3,,0.015,0.016,0.014,0.013,0.009,0.002,0.000,0.000,0.006,0.018,0.037,0.045,0.056,0.068,0.081,0.075,0.067,0.057,0.051,0.020,0.021,0.027,0.025,0.029
2011/03/11,MIR,PM10,,73.3,79.0,75.6,55.6,46.2,61.5,68.9,83.1,93.1,122.9,49.5,59.7,89.8,78.6,59.0,53.3,70.2,80.4,63.6,64.6,101.2,65.0,49.7,34.7
2011/03/11,MIR,SO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/03/11,OBL,CO,,0.9,0.8,0.8,0.9,1.0,1.2,1.6,2.0,1.4,1.3,1.1,0.9,0.9,0.8,0.9,0.9,1.0,1.0,1.0,1.6,1.4,1.3,1.3,1.2
2011/03/11,OBL,NO,,0.002,0.000,0.000,0.000,0.002,0.010,0.028,0.048,0.025,0.018,0.010,0.006,0.005,0.002,0.001,0.001,0.002,0.001,0.001,0.004,0.003,0.004,0.003,0.002
2011/03/11,OBL,NO2,,0.018,0.010,0.010,0.012,0.021,0.032,0.040,0.043,0.026,0.022,0.018,0.014,0.015,0.014,0.014,0.013,0.012,0.013,0.016,0.051,0.038,0.035,0.033,0.024
2011/03/11,OBL,NOX,,0.020,0.010,0.010,0.013,0.023,0.043,0.068,0.091,0.051,0.040,0.028,0.021,0.020,0.017,0.015,0.015,0.014,0.014,0.016,0.056,0.042,0.039,0.037,0.026
2011/03/11,OBL,O3,,0.056,0.059,0.055,0.049,0.036,0.024,0.019,0.018,0.039,0.051,0.063,0.076,0.091,0.105,0.123,0.115,0.113,0.099,0.090,0.051,0.049,0.042,0.040,0.049
2011/03/11,OBL,PM10,,96.8,92.5,81.2,77.9,74.3,86.1,94.5,120.3,94.8,92.7,93.9,84.1,91.9,83.9,88.6,82.0,84.4,67.5,83.2,90.9,136.7,92.1,74.5,55.5
2011/03/11,OBL,SO2,,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.008,0.001
2011/03/11,TLA,CO,,2.6,1.5,1.4,1.4,1.4,1.5,1.6,2.1,2.2,1.8,1.7,1.3,1.4,1.4,1.3,1.3,1.2,1.3,2.0,2.9,2.2,1.9,1.9,1.8
2011/03/11,TLA,NO,,0.001,0.000,0.000,0.000,0.000,0.004,0.015,0.033,0.034,0.020,0.010,0.012,0.006,0.008,0.005,0.007,0.004,0.005,0.011,0.046,0.016,0.010,0.009,0.006
2011/03/11,TLA,NO2,,0.035,0.014,0.015,0.018,0.019,0.027,0.044,0.056,0.052,0.035,0.033,0.028,0.032,0.036,0.031,0.032,0.028,0.033,0.067,0.124,0.075,0.053,0.056,0.050
2011/03/11,TLA,NOX,,0.036,0.014,0.014,0.017,0.018,0.031,0.059,0.089,0.086,0.055,0.043,0.039,0.038,0.043,0.037,0.039,0.032,0.038,0.078,0.170,0.092,0.063,0.066,0.056
2011/03/11,TLA,O3,,0.031,0.039,0.035,0.031,0.030,0.023,0.015,0.008,0.016,0.032,0.049,0.057,0.072,0.087,0.088,0.089,0.083,0.066,0.048,0.015,0.016,0.023,0.016,0.016
2011/03/11,TLA,PM10,,90.0,72.0,63.3,56.3,56.0,58.2,62.8,76.5,98.3,100.7,102.1,78.9,94.5,76.7,65.0,68.4,60.7,60.7,92.6,101.4,133.8,85.9,71.8,71.0
2011/03/11,TLA,SO2,,0.006,0.004,0.003,0.003,0.003,0.003,0.003,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.007,0.005,0.007,0.010,0.010,0.006,0.006,0.005
2011/03/11,VAL,CO,,0.4,"0,1","0,1","0,1","0,1",0.1,0.3,0.6,0.9,0.5,0.2,0.2,0.2,0.1,"0,1","0,1","0,1","0,1",0.1,0.2,"0,1","0,1","0,1","0,1"
2011/03/11,VAL,NO,,0.004,0.000,0.000,0.000,0.001,0.001,0.013,0.027,0.037,0.018,0.007,0.005,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.006,0.000,0.001
2011/03/11,VAL,NO2,,0.037,0.014,0.014,0.015,0.016,0.020,0.033,0.035,0.034,0.026,0.017,0.018,0.018,0.013,0.008,0.011,0.008,0.009,0.020,0.037,0.017,0.029,0.019,0.018
2011/03/11,VAL,NOX,,0.041,0.015,0.014,0.016,0.017,0.021,0.046,0.062,0.071,0.044,0.025,0.023,0.022,0.016,0.010,0.013,0.011,0.011,0.021,0.039,0.019,0.035,0.020,0.019
2011/03/11,VAL,O3,,0.041,0.068,0.063,0.056,0.047,0.036,0.008,0.008,0.020,0.055,0.096,0.131,0.160,0.186,0.115,0.116,0.093,0.092,0.078,0.049,0.054,0.034,0.044,0.044
2011/03/11,VAL,PM10,,68.8,54.7,51.0,48.4,44.5,44.8,51.0,56.6,54.9,59.2,53.6,61.3,54.1,46.5,65.2,86.5,64.6,56.6,55.8,71.8,69.4,65.7,47.9,39.4
2011/03/11,VAL,SO2,,0.005,0.002,0.002,0.002,0.001,0.001,0.001,0.003,0.004,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.008,0.002,0.002
2011/03/12,AGU,CO,,0.3,0.1,0.1,0.2,0.2,0.4,2.2,2.0,3.1,1.5,1.2,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011/03/12,AGU,NO,,0.014,0.001,0.002,0.003,0.006,0.030,0.265,0.267,0.298,0.075,0.047,0.011,0.010,0.007,0.008,0.008,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002
2011/03/12,AGU,NO2,,0.020,0.006,0.020,0.036,0.053,0.044,0.052,0.056,0.082,0.080,0.092,0.025,0.019,0.015,0.016,0.014,0.009,0.010,0.016,0.024,0.020,0.020,0.018,0.014
2011/03/12,AGU,NOX,,0.040,0.013,0.029,0.046,0.066,0.080,0.324,0.331,0.388,0.162,0.146,0.043,0.036,0.029,0.032,0.029,0.018,0.019,0.025,0.032,0.029,0.028,0.025,0.022
2011/03/12,AGU,O3,,0.051,0.063,0.053,0.036,0.018,0.025,0.005,0.004,0.008,0.032,0.048,0.068,0.080,0.082,0.079,0.084,0.088,0.084,0.073,0.059,0.057,0.056,0.056,0.061
2011/03/12,AGU,PM10,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/03/12,AGU,SO2,,0.002,0.001,0.002,0.002,0.003,0.003,0.008,0.007,0.013,0.008,0.006,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2011/03/12,ATM,CO,,1.4,1.2,1.2,1.3,1.6,1.8,2.5,3.1,2.7,2.6,2.1,1.3,1.0,1.2,1.3,1.0,1.1,1.1,1.3,1.5,1.7,1.5,1.4,1.5
2011/03/12,ATM,NO,,0.002,0.000,0.000,0.000,0.002,0.013,0.085,0.112,0.063,0.044,0.020,0.004,0.002,0.004,0.003,0.003,0.001,0.001,0.003,0.003,0.004,0.004,0.003,0.002
2011/03/12,ATM,NO2,,0.021,0.013,0.011,0.013,0.025,0.029,0.039,0.041,0.051,0.061,0.047,0.019,0.009,0.012,0.011,0.010,0.009,0.008,0.016,0.022,0.021,0.019,0.017,0.019
2011/03/12,ATM,NOX,,0.023,0.014,0.011,0.014,0.028,0.043,0.125,0.153,0.115,0.106,0.068,0.023,0.011,0.016,0.014,0.014,0.010,0.009,0.020,0.026,0.027,0.023,0.021,0.022
2011/03/12,ATM,O3,,0.031,0.040,0.041,0.035,0.017,0.015,0.000,0.000,0.007,0.021,0.050,0.076,0.070,0.073,0.082,0.075,0.078,0.076,0.060,0.043,0.042,0.044,0.044,0.038
2011/03/12,ATM,PM10,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/03/12,ATM,SO2,,0.007,0.007,0.008,0.007,0.007,0.007,0.008,0.010,0.010,0.010,0.009,0.008,0.008,0.007,0.007,0.007,0.007,0.007,0.006,0.006,0.006,0.008,0.009,0.007
2011/03/12,CEN,CO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/03/12,CEN,NO,,0.004,0.001,0.000,0.000,0.003,0.001,0.021,0.041,0.042,0.021,0.014,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.003,0.004,0.003
2011/03/12,CEN,NO2,,0.031,0.017,0.019,0.021,0.031,0.048,0.041,0.032,0.029,0.034,0.040,0.027,0.009,0.009,0.008,0.009,0.009,0.014,0.025,0.045,0.034,0.041,0.039,0.034
2011/03/12,CEN,NOX,,0.038,0.019,0.020,0.022,0.036,0.053,0.067,0.078,0.076,0.058,0.057,0.033,0.011,0.012,0.009,0.011,0.011,0.016,0.029,0.050,0.038,0.048,0.047,0.040
2011/03/12,CEN,O3,,0.020,0.039,0.038,0.032,0.019,0.003,0.003,0.002,0.011,0.031,0.049,0.075,0.076,0.082,0.088,0.082,0.081,0.075,0.057,0.029,0.035,0.028,0.026,0.029
2011/03/12,CEN,PM10,,33.1,27.9,32.6,27.1,31.3,30.8,40.5,60.2,50.0,57.7,53.2,35.4,41.9,30.2,32.5,27.5,51.4,35.2,47.7,47.5,76.0,63.1,48.2,29.9
2011/03/12,CEN,SO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/03/12,LDO,CO,,2.1,2.3,2.2,2.0,1.7,1.9,2.8,3.8,2.8,2.8,2.9,3.0,2.9,2.9,3.1,3.3,3.0,3.0,2.8,2.7,2.3,2.2,2.2,2.4
2011/03/12,LDO,NO,,0.006,0.014,0.008,0.011,0.005,0.046,0.023,0.079,0.026,0.023,0.017,0.013,0.010,0.006,0.004,0.002,0.005,0.005,0.005,0.007,0.004,0.004,0.005,0.054
2011/03/12,LDO,NO2,,0.040,0.046,0.043,0.044,0.040,0.043,0.044,0.044,0.042,0.047,0.048,0.031,0.021,0.018,0.018,0.017,0.020,0.024,0.032,0.039,0.030,0.034,0.039,0.062
2011/03/12,LDO,NOX,,0.043,0.057,0.047,0.052,0.042,0.086,0.063,0.120,0.065,0.067,0.062,0.041,0.028,0.022,0.019,0.016,0.022,0.026,0.034,0.044,0.031,0.035,0.041,0.113
2011/03/12,LDO,O3,,0.010,0.003,0.006,0.004,0.008,0.005,0.004,0.007,0.017,0.030,0.046,0.057,0.055,0.063,0.079,0.076,0.069,0.061,0.045,0.029,0.033,0.027,0.021,0.011
2011/03/12,LDO,PM10,,86.2,65.0,53.0,47.6,43.6,63.5,56.5,69.8,60.3,146.0,111.2,60.0,83.1,59.5,84.7,88.9,67.4,73.4,81.5,94.5,169.8,133.5,110.5,118.9
2011/03/12,LDO,SO2,,0.009,0.011,0.008,0.007,0.006,0.007,0.007,0.008,0.009,0.010,0.008,0.006,0.005,0.005,0.005,0.005,0.004,0.005,0.004,0.005,0.005,0.005,0.005,0.006
2011/03/12,MIR,CO,,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.
2011/03/12,MIR,NO,,0.002,0.002,0.006,0.004,0.031,0.062,0.171,0.181,0.126,0.057,0.031,0.008,0.002,0.003,0.001,0.001,0.001,0.002,0.001,0.003,0.001,0.001,0.001,0.000
2011/03/12,MIR,NO2,,0.026,0.038,0.050,0.044,0.062,0.072,0.102,0.107,0.109,0.098,0.092,0.042,0.025,0.021,0.019,0.017,0.019,0.022,0.025,0.044,0.034,0.027,0.027,0.022
2011/03/12,MIR,NOX,,0.027,0.040,0.055,0.047,0.093,0.135,0.275,0.290,0.237,0.156,0.124,0.050,0.026,0.023,0.019,0.018,0.020,0.024,0.026,0.046,0.035,0.026,0.027,0.021
2011/03/12,MIR,O3,,0.025,0.014,0.004,0.006,0.000,0.000,0.000,0.000,0.001,0.010,0.025,0.043,0.057,0.059,0.059,0.055,0.056,0.050,0.043,0.024,0.026,0.030,0.028,0.031
2011/03/12,MIR,PM10,,29.9,32.0,46.3,32.1,49.7,60.0,85.7,91.1,96.0,76.7,67.9,33.5,43.2,46.6,121.1,43.7,39.9,40.6,40.7,50.5,40.4,59.0,46.1,33.7
2011/03/12,MIR,SO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/03/12,OBL,CO,,0.8,0.8,0.7,0.7,0.7,0.7,1.1,2.0,1.7,1.6,1.0,0.7,0.6,0.6,0.7,0.7,0.6,0.7,0.8,0.9,0.9,0.9,0.9,1.0
2011/03/12,OBL,NO,,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.052,0.044,0.026,0.007,0.004,0.002,0.005,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002
2011/03/12,OBL,NO2,,0.015,0.013,0.011,0.012,0.013,0.016,0.029,0.054,0.044,0.041,0.028,0.016,0.009,0.011,0.013,0.010,0.009,0.008,0.014,0.024,0.021,0.022,0.025,0.029
2011/03/12,OBL,NOX,,0.016,0.013,0.011,0.012,0.013,0.015,0.035,0.106,0.089,0.068,0.035,0.019,0.012,0.017,0.018,0.012,0.011,0.009,0.015,0.026,0.022,0.024,0.028,0.031
2011/03/12,OBL,O3,,0.058,0.058,0.058,0.055,0.054,0.053,0.043,0.017,0.025,0.041,0.077,0.084,0.083,0.088,0.104,0.104,0.097,0.096,0.085,0.063,0.063,0.059,0.054,0.046
2011/03/12,OBL,PM10,,45.6,43.1,39.3,38.9,38.1,41.2,50.7,81.4,120.3,105.0,75.2,61.6,56.4,51.1,59.5,70.7,63.3,64.8,149.8,212.0,186.5,90.1,69.4,49.7
2011/03/12,OBL,SO2,,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.003,0.005,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2011/03/12,TLA,CO,,1.8,2.1,2.0,2.2,2.3,2.6,3.1,4.0,3.9,3.3,2.2,1.6,1.4,1.2,1.2,1.1,1.1,1.1,1.3,1.7,1.7,1.9,1.9,2.1
2011/03/12,TLA,NO,,0.006,0.018,0.018,0.098,0.121,0.128,0.152,0.152,0.123,0.066,0.025,0.012,0.006,0.005,0.005,0.005,0.005,0.004,0.005,0.011,0.012,0.016,0.012,0.015
2011/03/12,TLA,NO2,,0.060,0.073,0.069,0.091,0.099,0.097,0.107,0.114,0.122,0.109,0.071,0.041,0.021,0.021,0.021,0.021,0.023,0.023,0.033,0.056,0.052,0.058,0.058,0.062
2011/03/12,TLA,NOX,,0.066,0.090,0.086,0.189,0.220,0.225,0.259,0.266,0.245,0.175,0.095,0.053,0.027,0.026,0.026,0.025,0.028,0.027,0.038,0.068,0.064,0.074,0.070,0.077
2011/03/12,TLA,O3,,0.008,0.003,0.005,0.003,0.003,0.003,0.003,0.003,0.006,0.023,0.046,0.059,0.066,0.072,0.074,0.070,0.068,0.066,0.052,0.030,0.029,0.025,0.019,0.016
2011/03/12,TLA,PM10,,60.1,47.5,39.0,55.1,61.6,59.4,65.7,82.3,78.3,93.6,55.9,41.1,53.3,46.4,50.7,51.5,56.0,49.5,48.2,55.0,78.3,88.0,71.6,56.7
2011/03/12,TLA,SO2,,0.005,0.005,0.005,0.008,0.009,0.010,0.010,0.011,0.012,0.010,0.006,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.005,0.006,0.005,0.005
2011/03/12,VAL,CO,,"0,1","0,1","0,1","0,1","0,1","0,1",0.1,0.4,0.2,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
2011/03/12,VAL,NO,,0.002,0.001,0.000,0.001,0.003,0.001,0.012,0.024,0.010,0.005,0.006,0.003,0.003,0.002,0.001,0.002,0.001,0.002,0.001,0.002,0.001,0.002,0.001,0.001
2011/03/12,VAL,NO2,,0.012,0.011,0.011,0.012,0.020,0.019,0.026,0.040,0.026,0.013,0.013,0.009,0.006,0.004,0.003,0.003,0.004,0.003,0.005,0.015,0.012,0.012,0.012,0.012
2011/03/12,VAL,NOX,,0.014,0.012,0.011,0.013,0.023,0.020,0.038,0.064,0.036,0.018,0.019,0.012,0.009,0.006,0.004,0.005,0.005,0.005,0.006,0.017,0.013,0.015,0.014,0.013
2011/03/12,VAL,O3,,0.051,0.051,0.050,0.046,0.039,0.038,0.029,0.012,0.039,0.066,0.069,0.083,0.086,0.088,0.087,0.088,0.093,0.088,0.079,0.058,0.060,0.060,0.058,0.056
2011/03/12,VAL,PM10,,31.1,28.7,29.8,30.8,29.2,28.2,30.7,45.0,31.9,29.0,36.5,40.2,39.2,40.2,38.4,36.3,36.0,35.9,35.1,49.0,48.3,63.9,40.4,30.7
2011/03/12,VAL,SO2,,0.002,0.003,0.005,0.006,0.004,0.003,0.005,0.005,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002
2011/03/13,AGU,CO,,0.4,0.3,0.3,0.6,0.6,0.6,0.9,1.1,1.2,0.7,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.2,0.3,0.3,0.4
2011/03/13,AGU,NO,,0.005,0.004,0.002,0.020,0.015,0.008,0.005,0.049,0.053,0.029,0.008,0.013,0.002,0.002,0.002,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.002,0.002
2011/03/13,AGU,NO2,,0.015,0.020,0.014,0.045,0.045,0.047,0.057,0.064,0.058,0.040,0.021,0.021,0.008,0.006,0.008,0.006,0.007,0.009,0.011,0.014,0.013,0.014,0.018,0.020
2011/03/13,AGU,NOX,,0.026,0.030,0.022,0.072,0.067,0.062,0.069,0.120,0.119,0.076,0.036,0.041,0.017,0.015,0.017,0.016,0.016,0.017,0.019,0.021,0.020,0.022,0.026,0.029
2011/03/13,AGU,O3,,0.057,0.053,0.057,0.030,0.025,0.024,0.014,0.008,0.019,0.043,0.070,0.073,0.084,0.087,0.091,0.086,0.083,0.080,0.076,0.073,0.071,0.069,0.063,0.061
2011/03/13,AGU,PM10,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/03/13,AGU,SO2,,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.002,0.002,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2011/03/13,ATM,CO,,1.1,1.2,1.2,1.1,1.2,1.6,2.0,2.2,2.6,1.9,1.2,0.9,0.8,0.5,0.7,1.1,1.1,1.1,1.2,1.4,1.5,1.5,1.5,1.4
2011/03/13,ATM,NO,,0.001,0.005,0.003,0.002,0.004,0.013,0.054,0.082,0.097,0.031,0.012,0.004,0.003,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.001,0.001,0.001,0.000
2011/03/13,ATM,NO2,,0.018,0.023,0.023,0.019,0.024,0.032,0.035,0.035,0.050,0.045,0.031,0.014,0.009,0.007,0.008,0.008,0.007,0.007,0.009,0.013,0.015,0.015,0.015,0.011
2011/03/13,ATM,NOX,,0.020,0.028,0.027,0.021,0.029,0.046,0.090,0.119,0.148,0.077,0.044,0.018,0.013,0.008,0.009,0.010,0.008,0.007,0.009,0.013,0.017,0.016,0.016,0.010
2011/03/13,ATM,O3,,0.036,0.027,0.023,0.030,0.020,0.005,0.001,0.000,0.004,0.027,0.054,0.073,0.072,0.075,0.079,0.077,0.074,0.074,0.070,0.061,0.056,0.052,0.050,0.054
2011/03/13,ATM,PM10,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/03/13,ATM,SO2,,0.007,0.007,0.006,0.007,0.007,0.008,0.009,0.011,0.012,0.009,0.007,0.006,0.005,0.005,0.004,0.004,0.004,0.004,0.003,0.003,0.004,0.004,0.004,0.004
2011/03/13,CEN,CO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/03/13,CEN,NO,,0.001,0.000,0.000,0.001,0.020,0.095,0.188,0.210,0.042,0.019,0.009,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.001,0.000
2011/03/13,CEN,NO2,,0.029,0.021,0.025,0.027,0.034,0.041,0.040,0.037,0.042,0.031,0.036,0.012,0.006,0.006,0.008,0.009,0.007,0.009,0.011,0.014,0.014,0.015,0.014,0.012
2011/03/13,CEN,NOX,,0.032,0.023,0.026,0.029,0.057,0.147,0.239,0.257,0.091,0.052,0.049,0.016,0.008,0.008,0.010,0.012,0.009,0.011,0.011,0.015,0.015,0.016,0.015,0.013
2011/03/13,CEN,O3,,0.031,0.038,0.032,0.029,0.010,0.002,0.002,0.002,0.007,0.033,0.054,0.077,0.077,0.078,0.081,0.079,0.076,0.071,0.069,0.063,0.059,0.057,0.041,0.054
